Linux 6.8.0-1013-linux-64k (hsun-code-machine) 	03/11/2025 	_aarch64_	(72 CPU)

01:27:26 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:31:32 AM     all     80.51      0.00      1.21      0.00      0.00     18.29
01:31:33 AM     all     87.98      0.00      1.14      0.00      0.00     10.87
01:31:34 AM     all     87.64      0.00      2.74      0.00      0.00      9.62
01:31:35 AM     all     85.57      0.00      4.66      0.00      0.00      9.77
01:31:36 AM     all     88.44      0.00      1.12      0.00      0.00     10.44
01:31:37 AM     all     82.33      0.00      1.10      0.00      0.00     16.56
01:31:38 AM     all     87.18      0.00      1.15      0.00      0.00     11.67
01:31:39 AM     all     87.26      0.00      1.27      0.00      0.00     11.46
01:31:40 AM     all     83.93      0.00      6.11      0.00      0.00      9.96
01:31:41 AM     all     87.16      0.00      1.36      0.00      0.00     11.49
01:31:42 AM     all     86.95      0.00      1.24      0.00      0.00     11.81
01:31:43 AM     all     83.32      0.00      1.26      0.00      0.00     15.42
01:31:44 AM     all     88.52      0.00      1.16      0.00      0.00     10.32
01:31:45 AM     all     88.52      0.00      1.76      0.00      0.00      9.71
01:31:46 AM     all     84.34      0.00      6.94      0.00      0.00      8.72
01:31:47 AM     all     88.53      0.00      1.99      0.00      0.00      9.48
01:31:48 AM     all     82.69      0.00      1.83      0.00      0.00     15.49
01:31:49 AM     all     88.86      0.00      1.90      0.00      0.00      9.24
01:31:50 AM     all     88.69      0.00      1.93      0.03      0.00      9.35
01:31:51 AM     all     85.64      0.00      6.12      0.01      0.00      8.22
01:31:52 AM     all     88.24      0.00      2.57      0.01      0.00      9.18
01:31:53 AM     all     83.73      0.00      1.86      0.00      0.00     14.41
01:31:54 AM     all     89.40      0.00      1.85      0.01      0.00      8.74
01:31:55 AM     all     88.64      0.00      1.99      0.00      0.00      9.37
01:31:56 AM     all     88.94      0.00      1.85      0.03      0.00      9.18
01:31:57 AM     all     84.28      0.00      7.63      0.00      0.00      8.09
01:31:58 AM     all     81.09      0.00      1.87      0.00      0.00     17.04
01:31:59 AM     all     88.14      0.00      1.98      0.00      0.00      9.88
01:32:00 AM     all     87.96      0.00      1.92      0.00      0.00     10.12
01:32:01 AM     all     87.85      0.00      1.82      0.03      0.00     10.30
01:32:02 AM     all     86.30      0.00      4.15      0.00      0.00      9.55
01:32:03 AM     all     85.75      0.00      5.02      0.00      0.00      9.24
01:32:04 AM     all     83.03      0.00      1.99      0.00      0.00     14.98
01:32:05 AM     all     89.09      0.00      1.68      0.00      0.00      9.22
01:32:06 AM     all     88.97      0.00      1.83      0.00      0.00      9.20
01:32:07 AM     all     89.07      0.00      1.97      0.00      0.00      8.95
01:32:08 AM     all     84.44      0.00      7.29      0.00      0.00      8.26
01:32:09 AM     all     82.42      0.00      2.10      0.01      0.00     15.46
01:32:10 AM     all     89.15      0.00      1.85      0.00      0.00      9.01
01:32:11 AM     all     89.58      0.00      1.74      0.00      0.00      8.67
01:32:12 AM     all     88.87      0.00      1.14      0.00      0.00      9.99
01:32:13 AM     all     88.58      0.00      1.60      0.00      0.00      9.82
01:32:14 AM     all     77.58      0.00      6.54      0.00      0.00     15.88
01:32:15 AM     all     88.91      0.00      1.19      0.00      0.00      9.90
01:32:16 AM     all     88.89      0.00      1.18      0.01      0.00      9.92
01:32:17 AM     all     89.00      0.00      1.12      0.00      0.00      9.88
01:32:18 AM     all     88.92      0.00      1.28      0.00      0.00      9.80
01:32:19 AM     all     85.27      0.00      6.10      0.00      0.00      8.63
01:32:20 AM     all     82.31      0.00      1.59      0.00      0.00     16.10
